doc_id,id,mid1,mid2,word1,word2,rel,is_correct,category,expectation
LTW_ENG_20070823.0086.LDC2009T13,165874,LTW_ENG_20070823.0086.LDC2009T13_1804_1807,LTW_ENG_20070823.0086.LDC2009T13_1819_1825,fha,fratto,org:founded_by,,1,0.93
APW_ENG_20080325.1369.LDC2009T13,27248,APW_ENG_20080325.1369.LDC2009T13_1112_1123,APW_ENG_20080325.1369.LDC2009T13_1085_1089,julio munoz,iapa,per:employee_or_member_of,,1,0.968
eng-WL-11-174592-12943349,344355,eng-WL-11-174592-12943349_1703_1708,eng-WL-11-174592-12943349_1743_1756,bryan,dan futterman,per:spouse,,1,0.928
NYT_ENG_20070607.0312.LDC2009T13,295125,NYT_ENG_20070607.0312.LDC2009T13_1820_1843,NYT_ENG_20070607.0312.LDC2009T13_1814_1819,joseph a. diclerico jr.,judge,per:title,,1,0.998
APW_ENG_20070809.0149.LDC2009T13,48078,APW_ENG_20070809.0149.LDC2009T13_1071_1080,APW_ENG_20070809.0149.LDC2009T13_1175_1187,red cross,mark everson,org:founded_by,,1,0.97
APW_ENG_20081108.0481.LDC2009T13,92218,APW_ENG_20081108.0481.LDC2009T13_3363_3393,APW_ENG_20081108.0481.LDC2009T13_3328_3339,national foreign trade council,jake colvin,org:founded_by,,1,0.994
AFP_ENG_20071020.0260.LDC2009T13,272660,AFP_ENG_20071020.0260.LDC2009T13_2213_2224,AFP_ENG_20071020.0260.LDC2009T13_2243_2252,ahmadinejad,secretary,per:title,,1,0.976
APW_ENG_20071116.1329.LDC2009T13,321016,APW_ENG_20071116.1329.LDC2009T13_5944_5951,APW_ENG_20071116.1329.LDC2009T13_5872_5875,samsung,lee,org:founded_by,,1,0.964
eng-WL-11-174594-12963847,338016,eng-WL-11-174594-12963847_664_678,eng-WL-11-174594-12963847_743_757,britney spears,britney spears,per:spouse,,1,0.932
eng-WL-11-174592-12942541,227213,eng-WL-11-174592-12942541_829_833,eng-WL-11-174592-12942541_842_855,o.c.,josh schwartz,org:founded_by,,1,0.95
AFP_ENG_20080803.0201.LDC2009T13,58774,AFP_ENG_20080803.0201.LDC2009T13_2161_2168,AFP_ENG_20080803.0201.LDC2009T13_2128_2134,mclaren,alonso,org:founded_by,,1,0.924
eng-WL-11-174595-12968208,136024,eng-WL-11-174595-12968208_3616_3621,eng-WL-11-174595-12968208_3534_3541,david,madonna,per:spouse,,1,0.934
APW_ENG_20070220.1460.LDC2009T13,327719,APW_ENG_20070220.1460.LDC2009T13_4799_4802,APW_ENG_20070220.1460.LDC2009T13_4813_4825,isu,dave gossett,org:founded_by,,1,0.92
NYT_ENG_20081109.0038.LDC2009T13,214576,NYT_ENG_20081109.0038.LDC2009T13_16149_16172,NYT_ENG_20081109.0038.LDC2009T13_16076_16089,new york stock exchange,john a. thain,org:founded_by,,1,0.996
eng-WL-110-174626-12995831,93598,eng-WL-110-174626-12995831_5349_5365,eng-WL-110-174626-12995831_5486_5490,chris richardson,pimp,per:title,,1,0.946
NYT_ENG_20071212.0006.LDC2009T13,187120,NYT_ENG_20071212.0006.LDC2009T13_4062_4084,NYT_ENG_20071212.0006.LDC2009T13_4097_4112,winfried f.w. bischoff,chief executive,per:title,,1,0.908
eng-WL-11-174595-12968566,310986,eng-WL-11-174595-12968566_9549_9563,eng-WL-11-174595-12968566_9524_9531,premier league,beckham,org:founded_by,,1,0.966
LTW_ENG_20070508.0141.LDC2009T13,56628,LTW_ENG_20070508.0141.LDC2009T13_2973_2988,LTW_ENG_20070508.0141.LDC2009T13_2967_2972,steve mcpherson,chief,per:title,,1,1
APW_ENG_20071211.1546.LDC2009T13,65749,APW_ENG_20071211.1546.LDC2009T13_5731_5740,APW_ENG_20071211.1546.LDC2009T13_5663_5669,citigroup,prince,org:founded_by,,1,0.942
NYT_ENG_20071128.0170.LDC2009T13,233202,NYT_ENG_20071128.0170.LDC2009T13_748_759,NYT_ENG_20071128.0170.LDC2009T13_761_770,trent stamp,president,per:title,,1,0.982
APW_ENG_20071020.0664.LDC2009T13,315190,APW_ENG_20071020.0664.LDC2009T13_4257_4263,APW_ENG_20071020.0664.LDC2009T13_4380_4386,bolton,leader,per:title,,1,1
eng-WL-107-174567-12931766,141010,eng-WL-107-174567-12931766_1112_1123,eng-WL-107-174567-12931766_1104_1111,hugh hefner,founder,per:title,t,1,1
AFP_ENG_20071118.0136.LDC2009T13,69568,AFP_ENG_20071118.0136.LDC2009T13_450_461,AFP_ENG_20071118.0136.LDC2009T13_440_449,hugo chavez,president,per:title,,1,1
NYT_ENG_20071213.0194.LDC2009T13,211857,NYT_ENG_20071213.0194.LDC2009T13_4158_4173,NYT_ENG_20071213.0194.LDC2009T13_4149_4157,bill richardson,governor,per:title,,1,0.996
NYT_ENG_20071217.0008.LDC2009T13,258295,NYT_ENG_20071217.0008.LDC2009T13_797_814,NYT_ENG_20071217.0008.LDC2009T13_924_937,the new york post,eliot spitzer,org:founded_by,,1,0.99
LTW_ENG_20081003.0118.LDC2009T13,3098,LTW_ENG_20081003.0118.LDC2009T13_1311_1323,LTW_ENG_20081003.0118.LDC2009T13_1409_1424,barack obama,chief executive,per:title,,1,0.986
NYT_ENG_20081212.0172.LDC2009T13,167037,NYT_ENG_20081212.0172.LDC2009T13_749_768,NYT_ENG_20081212.0172.LDC2009T13_706_710,museum of fine arts,carl,org:founded_by,,1,0.962
XIN_ENG_20071020.0053.LDC2009T13,139098,XIN_ENG_20071020.0053.LDC2009T13_771_785,XIN_ENG_20071020.0053.LDC2009T13_754_762,european union,larijani,org:founded_by,,1,0.928
eng-WL-11-174598-12964840,181209,eng-WL-11-174598-12964840_95611_95618,eng-WL-11-174598-12964840_95623_95634,boyzone,louis walsh,per:spouse,,1,0.98
NYT_ENG_20081204.0106.LDC2009T13,1130,NYT_ENG_20081204.0106.LDC2009T13_728_730,NYT_ENG_20081204.0106.LDC2009T13_545_557,gm,rick wagoner,org:founded_by,,1,0.982
NYT_ENG_20070215.0067.LDC2009T13,31688,NYT_ENG_20070215.0067.LDC2009T13_1951_1974,NYT_ENG_20070215.0067.LDC2009T13_1922_1932,palmetto family council,oran smith,org:founded_by,,1,0.998
APW_ENG_20070111.1666.LDC2009T13,334649,APW_ENG_20070111.1666.LDC2009T13_1673_1683,APW_ENG_20070111.1666.LDC2009T13_1571_1575,republican,dodd,org:founded_by,,1,0.948
AFP_ENG_20070522.0097.LDC2009T13,148908,AFP_ENG_20070522.0097.LDC2009T13_1668_1682,AFP_ENG_20070522.0097.LDC2009T13_1785_1801,foreign office,margaret beckett,org:founded_by,,1,0.944
AFP_ENG_20070513.0173.LDC2009T13,101018,AFP_ENG_20070513.0173.LDC2009T13_2476_2483,AFP_ENG_20070513.0173.LDC2009T13_2495_2505,mclaren,ron dennis,org:founded_by,,1,0.962
NYT_ENG_20070424.0094.LDC2009T13,152430,NYT_ENG_20070424.0094.LDC2009T13_3119_3131,NYT_ENG_20070424.0094.LDC2009T13_3151_3158,terry nelson,manager,per:title,,1,0.964
eng-WL-11-174572-12948053,227776,eng-WL-11-174572-12948053_583_596,eng-WL-11-174572-12948053_556_568,spencer pratt,heidi montag,per:spouse,,1,1
eng-WL-11-174584-12964460,316990,eng-WL-11-174584-12964460_2619_2634,eng-WL-11-174584-12964460_2528_2540,people magazine,joe waterman,org:founded_by,,1,0.918
AFP_ENG_20081113.0454.LDC2009T13,186260,AFP_ENG_20081113.0454.LDC2009T13_4371_4381,AFP_ENG_20081113.0454.LDC2009T13_4298_4303,republican,obama,org:founded_by,,1,0.936
NYT_ENG_20070129.0280.LDC2009T13,208088,NYT_ENG_20070129.0280.LDC2009T13_3419_3424,NYT_ENG_20070129.0280.LDC2009T13_3251_3266,house,john d. dingell,org:founded_by,,1,0.996
APW_ENG_20070401.0029.LDC2009T13,278504,APW_ENG_20070401.0029.LDC2009T13_819_826,APW_ENG_20070401.0029.LDC2009T13_831_845,beyonce,jennifer lopez,per:spouse,,1,0.998
AFP_ENG_20070416.0123.LDC2009T13,127164,AFP_ENG_20070416.0123.LDC2009T13_3937_3945,AFP_ENG_20070416.0123.LDC2009T13_3772_3792,mclarens,ferrari felipe massa,org:founded_by,,1,0.978
APW_ENG_20080905.0587.LDC2009T13,265861,APW_ENG_20080905.0587.LDC2009T13_2824_2837,APW_ENG_20080905.0587.LDC2009T13_2814_2823,joseph becker,president,per:title,,1,1
CNA_ENG_20080523.0047.LDC2009T13,74940,CNA_ENG_20080523.0047.LDC2009T13_1490_1502,CNA_ENG_20080523.0047.LDC2009T13_1514_1532,rebecca wang,executive director,per:title,,1,0.976
eng-WL-11-174598-12964778,192678,eng-WL-11-174598-12964778_18232_18243,eng-WL-11-174598-12964778_18176_18182,walt disney,reagan,org:founded_by,,1,0.992
AFP_ENG_20070525.0016.LDC2009T13,93271,AFP_ENG_20070525.0016.LDC2009T13_8002_8016,AFP_ENG_20070525.0016.LDC2009T13_7992_8001,george w. bush,president,per:title,,1,1
eng-WL-110-174612-12992170,166854,eng-WL-110-174612-12992170_1174_1187,eng-WL-110-174612-12992170_1283_1294,janet jackson,celine dion,per:spouse,,1,0.934
NYT_ENG_20080716.0203.LDC2009T13,13375,NYT_ENG_20080716.0203.LDC2009T13_8499_8508,NYT_ENG_20080716.0203.LDC2009T13_8418_8429,red cross,eva quinley,org:founded_by,,1,0.966
LTW_ENG_20080509.0121.LDC2009T13,94210,LTW_ENG_20080509.0121.LDC2009T13_7775_7789,LTW_ENG_20080509.0121.LDC2009T13_7796_7803,public citizen,gullett,org:founded_by,,1,0.928
NYT_ENG_20070905.0002.LDC2009T13,277902,NYT_ENG_20070905.0002.LDC2009T13_4007_4021,NYT_ENG_20070905.0002.LDC2009T13_3990_3996,morgan stanley,pandit,org:founded_by,,1,0.928
LTW_ENG_20070429.0027.LDC2009T13,156086,LTW_ENG_20070429.0027.LDC2009T13_1700_1708,LTW_ENG_20070429.0027.LDC2009T13_1520_1527,abc news,palfrey,org:founded_by,,1,0.966
NYT_ENG_20070917.0134.LDC2009T13,282389,NYT_ENG_20070917.0134.LDC2009T13_8320_8326,NYT_ENG_20070917.0134.LDC2009T13_8232_8237,senate,keyes,org:founded_by,,1,0.978
LTW_ENG_20080215.0158.LDC2009T13,152410,LTW_ENG_20080215.0158.LDC2009T13_1102_1115,LTW_ENG_20080215.0158.LDC2009T13_1146_1154,craig stevens,examiner,per:title,,1,0.952
NYT_ENG_20080816.0155.LDC2009T13,211160,NYT_ENG_20080816.0155.LDC2009T13_11299_11306,NYT_ENG_20080816.0155.LDC2009T13_11319_11331,cardozo,chief lawyer,per:title,,1,0.932
AFP_ENG_20080307.0148.LDC2009T13,11690,AFP_ENG_20080307.0148.LDC2009T13_1140_1144,AFP_ENG_20080307.0148.LDC2009T13_1163_1173,farc,raul reyes,org:founded_by,,1,0.928
eng-NG-31-143446-10242382,36264,eng-NG-31-143446-10242382_4251_4263,eng-NG-31-143446-10242382_4241_4250,jimmy carter,president,per:title,t,1,1
eng-WL-109-174581-12950591,291810,eng-WL-109-174581-12950591_27001_27005,eng-WL-109-174581-12950591_27010_27015,jake,peter,per:spouse,,1,0.996
eng-WL-11-174611-12984788,171135,eng-WL-11-174611-12984788_492_498,eng-WL-11-174611-12984788_560_566,google,jeremy,org:founded_by,,1,0.944
APW_ENG_20080215.0108.LDC2009T13,307419,APW_ENG_20080215.0108.LDC2009T13_3104_3118,APW_ENG_20080215.0108.LDC2009T13_3096_3103,lauren ambrose,actress,per:title,,1,0.996
eng-WL-11-174596-12955326,12943,eng-WL-11-174596-12955326_4292_4299,eng-WL-11-174596-12955326_4250_4257,galileo,lysenko,org:founded_by,,1,0.942
APW_ENG_20071005.0104.LDC2009T13,346520,APW_ENG_20071005.0104.LDC2009T13_2325_2336,APW_ENG_20071005.0104.LDC2009T13_2318_2324,sean lennon,singer,per:title,,1,1
eng-WL-11-174643-13000465,112797,eng-WL-11-174643-13000465_352_364,eng-WL-11-174643-13000465_409_420,ellen pompeo,chris ivery,per:spouse,,1,1
APW_ENG_20070330.0205.LDC2009T13,305501,APW_ENG_20070330.0205.LDC2009T13_3906_3916,APW_ENG_20070330.0205.LDC2009T13_3898_3905,ari meyers,actress,per:title,,1,1
AFP_ENG_20070715.0286.LDC2009T13,325867,AFP_ENG_20070715.0286.LDC2009T13_1086_1094,AFP_ENG_20070715.0286.LDC2009T13_1130_1140,larijani,negotiator,per:title,,1,1
APW_ENG_20080329.0852.LDC2009T13,255746,APW_ENG_20080329.0852.LDC2009T13_2554_2570,APW_ENG_20080329.0852.LDC2009T13_2538_2547,marcos hernandez,president,per:title,,1,0.924
NYT_ENG_20080704.0153.LDC2009T13,124493,NYT_ENG_20080704.0153.LDC2009T13_1648_1661,NYT_ENG_20080704.0153.LDC2009T13_1640_1646,jimmy brazile,father,per:title,,1,0.954
eng-WL-11-174595-12968558,105147,eng-WL-11-174595-12968558_1832_1846,eng-WL-11-174595-12968558_1891_1911,leslie moonves,the associated press,per:employee_or_member_of,,1,0.952
NYT_ENG_20080304.0099.LDC2009T13,248602,NYT_ENG_20080304.0099.LDC2009T13_3523_3527,NYT_ENG_20080304.0099.LDC2009T13_3475_3481,farc,chavez,org:founded_by,,1,0.978
eng-NG-31-102460-11644893,158944,eng-NG-31-102460-11644893_1782_1810,eng-NG-31-102460-11644893_1765_1779,patriotic union of kurdistan,jalal talabani,org:founded_by,,1,0.94
NYT_ENG_20071002.0055.LDC2009T13,6169,NYT_ENG_20071002.0055.LDC2009T13_558_570,NYT_ENG_20071002.0055.LDC2009T13_593_609,bryan fuller,barry sonnenfeld,per:spouse,,1,0.916
XIN_ENG_20070110.0345.LDC2009T13,204664,XIN_ENG_20070110.0345.LDC2009T13_350_367,XIN_ENG_20070110.0345.LDC2009T13_281_292,national assembly,hugo chavez,org:founded_by,,1,0.92
LTW_ENG_20080817.0038.LDC2009T13,273539,LTW_ENG_20080817.0038.LDC2009T13_1848_1854,LTW_ENG_20080817.0038.LDC2009T13_1831_1836,warren,obama,per:spouse,,1,0.928
APW_ENG_20071214.0492.LDC2009T13,78320,APW_ENG_20071214.0492.LDC2009T13_3639_3653,APW_ENG_20071214.0492.LDC2009T13_3565_3577,cato institute,pat michaels,org:founded_by,,1,0.984
APW_ENG_20070504.1021.LDC2009T13,230604,APW_ENG_20070504.1021.LDC2009T13_5377_5392,APW_ENG_20070504.1021.LDC2009T13_5370_5376,allison hoffman,writer,per:title,,1,1
APW_ENG_20070917.0058.LDC2009T13,259969,APW_ENG_20070917.0058.LDC2009T13_2675_2705,APW_ENG_20070917.0058.LDC2009T13_2578_2592,catholic university of america,bill d'antonio,org:founded_by,,1,0.984
NYT_ENG_20081212.0172.LDC2009T13,167302,NYT_ENG_20081212.0172.LDC2009T13_1067_1081,NYT_ENG_20081212.0172.LDC2009T13_957_971,biltrite corp.,carol goldberg,org:founded_by,,1,0.99
AFP_ENG_20081116.0433.LDC2009T13,235749,AFP_ENG_20081116.0433.LDC2009T13_1126_1140,AFP_ENG_20081116.0433.LDC2009T13_1116_1125,george w. bush,president,per:title,,1,0.996
eng-WL-11-174588-12938684,226127,eng-WL-11-174588-12938684_11081_11087,eng-WL-11-174588-12938684_11092_11097,maggie,peter,per:spouse,,1,0.964
eng-WL-11-174598-12964778,198134,eng-WL-11-174598-12964778_45754_45758,eng-WL-11-174598-12964778_45840_45847,ines,painter,per:title,,1,0.994
eng-WL-11-174595-12968558,100865,eng-WL-11-174595-12968558_19766_19773,eng-WL-11-174595-12968558_19778_19784,borrell,watson,per:spouse,,1,0.998
AFP_ENG_20080805.0075.LDC2009T13,76313,AFP_ENG_20080805.0075.LDC2009T13_2139_2159,AFP_ENG_20080805.0075.LDC2009T13_2177_2196,filomeno viera lopes,front for democracy,per:employee_or_member_of,,1,0.954
NYT_ENG_20070413.0189.LDC2009T13,146419,NYT_ENG_20070413.0189.LDC2009T13_4051_4057,NYT_ENG_20070413.0189.LDC2009T13_4038_4046,romney,giuliani,per:spouse,,1,0.986
eng-NG-31-142679-10067786,212478,eng-NG-31-142679-10067786_4898_4906,eng-NG-31-142679-10067786_4945_4948,pasquill,ali,per:spouse,,1,0.918
AFP_ENG_20080122.0207.LDC2009T13,214593,AFP_ENG_20080122.0207.LDC2009T13_595_600,AFP_ENG_20080122.0207.LDC2009T13_611_627,unita,jefenias samondo,org:founded_by,,1,0.912
APW_ENG_20080307.0546.LDC2009T13,320870,APW_ENG_20080307.0546.LDC2009T13_4460_4467,APW_ENG_20080307.0546.LDC2009T13_4379_4382,samsung,lee,org:founded_by,,1,0.932
LTW_ENG_20070501.0145.LDC2009T13,11090,LTW_ENG_20070501.0145.LDC2009T13_200_216,LTW_ENG_20070501.0145.LDC2009T13_221_245,carol d. leonnig,sue anne pressley montes,per:spouse,,1,0.99
eng-NG-31-142507-10059234,315158,eng-NG-31-142507-10059234_1736_1750,eng-NG-31-142507-10059234_1755_1766,robert fennell,steve walsh,per:spouse,,1,0.99
APW_ENG_20080506.1399.LDC2009T13,289700,APW_ENG_20080506.1399.LDC2009T13_731_744,APW_ENG_20080506.1399.LDC2009T13_640_646,new york post,olmert,org:founded_by,,1,0.982
APW_ENG_20080304.0789.LDC2009T13,239899,APW_ENG_20080304.0789.LDC2009T13_1081_1085,APW_ENG_20080304.0789.LDC2009T13_904_915,farc,hugo chavez,org:founded_by,,1,0.998
AFP_ENG_20070423.0657.LDC2009T13,280164,AFP_ENG_20070423.0657.LDC2009T13_2316_2324,AFP_ENG_20070423.0657.LDC2009T13_2328_2337,zhu dake,professor,per:title,,1,0.932
AFP_ENG_20080516.0661.LDC2009T13,220820,AFP_ENG_20080516.0661.LDC2009T13_3291_3295,AFP_ENG_20080516.0661.LDC2009T13_3390_3403,farc,rafael correa,org:founded_by,,1,0.938
NYT_ENG_20070317.0076.LDC2009T13,250082,NYT_ENG_20070317.0076.LDC2009T13_1755_1769,NYT_ENG_20070317.0076.LDC2009T13_1804_1810,marshall field,taylor,org:founded_by,,1,0.912
eng-WL-109-174581-12950588,336092,eng-WL-109-174581-12950588_18945_18949,eng-WL-109-174581-12950588_18961_18970,jake,brokeback,per:spouse,,1,0.912
NYT_ENG_20070917.0011.LDC2009T13,54245,NYT_ENG_20070917.0011.LDC2009T13_5391_5408,NYT_ENG_20070917.0011.LDC2009T13_5381_5390,timothy p. cahill,treasurer,per:title,,1,0.996
eng-NG-31-100720-11217028,5563,eng-NG-31-100720-11217028_6397_6408,eng-NG-31-100720-11217028_6389_6396,richard yao,founder,per:title,,1,1
LTW_ENG_20070429.0027.LDC2009T13,154737,LTW_ENG_20070429.0027.LDC2009T13_7179_7185,LTW_ENG_20070429.0027.LDC2009T13_7156_7168,marine,thomas czech,org:founded_by,,1,0.95
NYT_ENG_20070618.0114.LDC2009T13,182454,NYT_ENG_20070618.0114.LDC2009T13_6320_6352,NYT_ENG_20070618.0114.LDC2009T13_6273_6290,house veterans affairs committee,ginny brown-waite,org:founded_by,,1,0.976
APW_ENG_20080206.1663.LDC2009T13,100333,APW_ENG_20080206.1663.LDC2009T13_2500_2512,APW_ENG_20080206.1663.LDC2009T13_2646_2664,ellen pompeo,natasha richardson,per:spouse,,1,0.968
eng-WL-110-174612-12992170,164937,eng-WL-110-174612-12992170_1145_1159,eng-WL-110-174612-12992170_1237_1248,jermaine dupri,christopher,per:spouse,,1,0.906
APW_ENG_20070212.0078.LDC2009T13,338587,APW_ENG_20070212.0078.LDC2009T13_2071_2084,APW_ENG_20070212.0078.LDC2009T13_2094_2102,deval patrick,governor,per:title,,1,0.936
AFP_ENG_20070219.0112.LDC2009T13,133833,AFP_ENG_20070219.0112.LDC2009T13_414_426,AFP_ENG_20070219.0112.LDC2009T13_565_575,ali larijani,ambassador,per:title,,1,0.906
APW_ENG_20080214.1798.LDC2009T13,12928,APW_ENG_20080214.1798.LDC2009T13_1114_1121,APW_ENG_20080214.1798.LDC2009T13_1124_1130,beyonce,father,per:title,,1,0.938
APW_ENG_20070317.0852.LDC2009T13,71668,APW_ENG_20070317.0852.LDC2009T13_3760_3795,APW_ENG_20070317.0852.LDC2009T13_3719_3733,new hampshire institute of politics,dean spiliotes,org:founded_by,,1,0.972
eng-WL-11-174598-12965695,143260,eng-WL-11-174598-12965695_5402_5412,eng-WL-11-174598-12965695_5436_5454,david icke,scarlett johansson,per:spouse,,1,0.902
APW_ENG_20080207.0141.LDC2009T13,153666,APW_ENG_20080207.0141.LDC2009T13_2498_2510,APW_ENG_20080207.0141.LDC2009T13_2584_2600,ellen pompeo,rebecca gayheart,per:spouse,,1,0.98
eng-WL-11-174643-12999882,49842,eng-WL-11-174643-12999882_2892_2895,eng-WL-11-174643-12999882_2856_2865,nbc,marquardt,org:founded_by,,1,0.944
eng-WL-11-174587-12962589,227514,eng-WL-11-174587-12962589_316_329,eng-WL-11-174587-12962589_334_346,spencer pratt,heidi montag,per:spouse,,1,0.996
eng-WL-107-174567-12931766,141517,eng-WL-107-174567-12931766_1222_1226,eng-WL-107-174567-12931766_1214_1220,hank,kendra,per:spouse,,1,0.952
AFP_ENG_20071118.0136.LDC2009T13,68087,AFP_ENG_20071118.0136.LDC2009T13_3976_3995,AFP_ENG_20071118.0136.LDC2009T13_3966_3975,mahmoud ahmadinejad,president,per:title,t,1,1
NYT_ENG_20071211.0072.LDC2009T13,153774,NYT_ENG_20071211.0072.LDC2009T13_2437_2452,NYT_ENG_20071211.0072.LDC2009T13_2466_2476,michael a. neal,ge capital,per:employee_or_member_of,t,1,0.92
APW_ENG_20070314.1812.LDC2009T13,94573,APW_ENG_20070314.1812.LDC2009T13_1536_1543,APW_ENG_20070314.1812.LDC2009T13_1526_1535,jackson,secretary,per:title,,1,0.996
AFP_ENG_20081111.0575.LDC2009T13,304542,AFP_ENG_20081111.0575.LDC2009T13_3292_3304,AFP_ENG_20081111.0575.LDC2009T13_3279_3281,bill clinton,us,per:employee_or_member_of,,1,0.93
eng-WL-11-174583-12935669,86235,eng-WL-11-174583-12935669_55418_55424,eng-WL-11-174583-12935669_55430_55436,toyota,hyndai,org:founded_by,,1,0.916
eng-NG-31-142161-10036565,220347,eng-NG-31-142161-10036565_2775_2787,eng-NG-31-142161-10036565_2766_2774,jesse chacon,minister,per:title,,1,0.996
AFP_ENG_20071202.0370.LDC2009T13,216106,AFP_ENG_20071202.0370.LDC2009T13_3639_3670,AFP_ENG_20071202.0370.LDC2009T13_3677_3683,central university of venezuela,chavez,org:founded_by,,1,0.958
APW_ENG_20070222.1417.LDC2009T13,133047,APW_ENG_20070222.1417.LDC2009T13_3067_3086,APW_ENG_20070222.1417.LDC2009T13_3216_3222,united steelworkers,esmark,org:parents,,1,0.926
eng-WL-11-174598-12964778,202239,eng-WL-11-174598-12964778_60992_60994,eng-WL-11-174598-12964778_61079_61086,kk,natalie,org:founded_by,,1,0.91
NYT_ENG_20071011.0107.LDC2009T13,270663,NYT_ENG_20071011.0107.LDC2009T13_4759_4767,NYT_ENG_20071011.0107.LDC2009T13_4644_4648,congress,dodd,org:founded_by,,1,0.96
eng-WL-11-174595-12968555,6781,eng-WL-11-174595-12968555_2265_2282,eng-WL-11-174595-12968555_2287_2301,jamie lynn spears,casey aldridge,per:spouse,,1,0.994
eng-WL-11-174595-12968344,176429,eng-WL-11-174595-12968344_14792_14799,eng-WL-11-174595-12968344_14815_14820,michael,frank,per:spouse,,1,0.996
LTW_ENG_20070314.0159.LDC2009T13,30609,LTW_ENG_20070314.0159.LDC2009T13_1306_1316,LTW_ENG_20070314.0159.LDC2009T13_1293_1300,wtop radio,palfrey,org:founded_by,,1,0.93
eng-WL-110-174612-12990418,232576,eng-WL-110-174612-12990418_707_722,eng-WL-110-174612-12990418_725_738,def jam records,kelly rowland,org:founded_by,,1,0.926
eng-WL-110-174612-12991115,1013,eng-WL-110-174612-12991115_841_859,eng-WL-110-174612-12991115_923_936,interscope records,nelly furtado,org:founded_by,,1,0.914
APW_ENG_20070505.0155.LDC2009T13,143642,APW_ENG_20070505.0155.LDC2009T13_1878_1894,APW_ENG_20070505.0155.LDC2009T13_1904_1918,state department,randall tobias,org:founded_by,,1,0.974
APW_ENG_20080206.1663.LDC2009T13,101429,APW_ENG_20080206.1663.LDC2009T13_2500_2512,APW_ENG_20080206.1663.LDC2009T13_2525_2536,ellen pompeo,chris ivery,per:spouse,,1,0.996
APW_ENG_20080415.0869.LDC2009T13,332157,APW_ENG_20080415.0869.LDC2009T13_1820_1833,APW_ENG_20080415.0869.LDC2009T13_1801_1812,new york mets,omar minaya,org:founded_by,,1,0.992
AFP_ENG_20080501.0058.LDC2009T13,232460,AFP_ENG_20080501.0058.LDC2009T13_924_946,AFP_ENG_20080501.0058.LDC2009T13_855_859,us treasury department,bush,org:founded_by,,1,0.97
eng-WL-110-174626-12995814,24598,eng-WL-110-174626-12995814_3461_3466,eng-WL-110-174626-12995814_3451_3456,paula,randy,per:spouse,,1,0.964
AFP_ENG_20070305.0370.LDC2009T13,135289,AFP_ENG_20070305.0370.LDC2009T13_707_713,AFP_ENG_20070305.0370.LDC2009T13_731_740,gordon,executive,per:title,,1,0.934
eng-WL-11-174584-12960321,302586,eng-WL-11-174584-12960321_590_596,eng-WL-11-174584-12960321_490_492,kiptyn,ed,per:spouse,,1,0.95
NYT_ENG_20071217.0008.LDC2009T13,258606,NYT_ENG_20071217.0008.LDC2009T13_4337_4352,NYT_ENG_20071217.0008.LDC2009T13_4311_4321,anello & amp,abramowitz,org:founded_by,,1,0.912
NYT_ENG_20070418.0154.LDC2009T13,140651,NYT_ENG_20070418.0154.LDC2009T13_2218_2244,NYT_ENG_20070418.0154.LDC2009T13_2186_2198,louisiana state university,sean o'keefe,org:founded_by,,1,0.978
APW_ENG_20070809.0149.LDC2009T13,48661,APW_ENG_20070809.0149.LDC2009T13_1193_1202,APW_ENG_20070809.0149.LDC2009T13_1175_1187,red cross,mark everson,org:founded_by,,1,0.962
AFP_ENG_20070123.0746.LDC2009T13,115175,AFP_ENG_20070123.0746.LDC2009T13_2173_2176,AFP_ENG_20070123.0746.LDC2009T13_2250_2255,cia,fidel,org:founded_by,,1,0.916
LTW_ENG_20080404.0078.LDC2009T13,13354,LTW_ENG_20080404.0078.LDC2009T13_2128_2133,LTW_ENG_20080404.0078.LDC2009T13_2150_2167,larry,brandon mcinerney,per:spouse,,1,0.902
APW_ENG_20081021.0095.LDC2009T13,120152,APW_ENG_20081021.0095.LDC2009T13_3654_3664,APW_ENG_20081021.0095.LDC2009T13_3783_3786,tom harkin,jbs,per:employee_or_member_of,,1,0.942
eng-WL-11-174598-12964778,194552,eng-WL-11-174598-12964778_89259_89262,eng-WL-11-174598-12964778_89237_89246,leo,jean reno,per:spouse,,1,0.958
eng-WL-11-174595-12968558,96883,eng-WL-11-174595-12968558_16032_16056,eng-WL-11-174595-12968558_15987_15995,spice girls reunion tour,vicki b.,org:founded_by,,1,0.954
APW_ENG_20070206.1463.LDC2009T13,239611,APW_ENG_20070206.1463.LDC2009T13_2713_2735,APW_ENG_20070206.1463.LDC2009T13_2633_2638,micron technology inc.,cuomo,org:founded_by,,1,0.966
eng-WL-11-174595-12968571,336064,eng-WL-11-174595-12968571_15820_15833,eng-WL-11-174595-12968571_15806_15815,petra nemcova,sean penn,per:spouse,,1,0.948
eng-WL-11-174643-12999882,50465,eng-WL-11-174643-12999882_929_942,eng-WL-11-174643-12999882_947_961,holly madison,kendra baskett,per:spouse,,1,0.99
NYT_ENG_20070117.0126.LDC2009T13,251352,NYT_ENG_20070117.0126.LDC2009T13_2503_2517,NYT_ENG_20070117.0126.LDC2009T13_2548_2556,natalie ravitz,director,per:title,,1,0.956
