person1_id,person2_id,sentence_id,description,is_true,relation_id,id
LTW_ENG_20080121.0035.LDC2009T13_309_5,LTW_ENG_20080121.0035.LDC2009T13_309_23,LTW_ENG_20080121.0035.LDC2009T13_309,George W. Bush-Laura Bush,t,LTW_ENG_20080121.0035.LDC2009T13_309_5-LTW_ENG_20080121.0035.LDC2009T13_309_23,69995
LTW_ENG_20070825.0060.LDC2009T13_455_27,LTW_ENG_20070825.0060.LDC2009T13_455_31,LTW_ENG_20070825.0060.LDC2009T13_455,Shari Springer Berman-Robert Pulcini,t,LTW_ENG_20070825.0060.LDC2009T13_455_27-LTW_ENG_20070825.0060.LDC2009T13_455_31,53267
eng-WL-11-174643-12999903_146_10,eng-WL-11-174643-12999903_146_23,eng-WL-11-174643-12999903_146,Michael Jackson-Debbie Rowe,t,eng-WL-11-174643-12999903_146_10-eng-WL-11-174643-12999903_146_23,108442
70457@28_31,70457@28_22,70457@28,Amy Madigan-Ed Harris,t,70457@28_31-70457@28_22,22617
eng-WL-11-174594-12963889_130_28,eng-WL-11-174594-12963889_130_31,eng-WL-11-174594-12963889_130,Ellen Degeneres-Portia de Rossi,t,eng-WL-11-174594-12963889_130_28-eng-WL-11-174594-12963889_130_31,86114
APW_ENG_20081009.0023.LDC2009T13_0_0,APW_ENG_20081009.0023.LDC2009T13_0_5,APW_ENG_20081009.0023.LDC2009T13_0,Hugh Hefner-Holly Madison,t,APW_ENG_20081009.0023.LDC2009T13_0_0-APW_ENG_20081009.0023.LDC2009T13_0_5,204830
APW_ENG_20080206.0137.LDC2009T13_134_22,APW_ENG_20080206.0137.LDC2009T13_134_18,APW_ENG_20080206.0137.LDC2009T13_134,Sean Penn-Madonna,t,APW_ENG_20080206.0137.LDC2009T13_134_22-APW_ENG_20080206.0137.LDC2009T13_134_18,29215
APW_ENG_20020806.0316.LDC2007T07_53_0,APW_ENG_20020806.0316.LDC2007T07_53_5,APW_ENG_20020806.0316.LDC2007T07_53,Fadwa Barghouti-Marwan Barghouti,t,APW_ENG_20020806.0316.LDC2007T07_53_0-APW_ENG_20020806.0316.LDC2007T07_53_5,25854
2573@15_7,2573@15_15,2573@15,Gena Rowlands-John Cassavetes,t,2573@15_7-2573@15_15,115736
NYT_ENG_20071014.0017.LDC2009T13_512_21,NYT_ENG_20071014.0017.LDC2009T13_512_18,NYT_ENG_20071014.0017.LDC2009T13_512,Valerie Faris-Jonathan Dayton,t,NYT_ENG_20071014.0017.LDC2009T13_512_21-NYT_ENG_20071014.0017.LDC2009T13_512_18,188602
132386@19_17,132386@19_24,132386@19,Michelle Obama-Barack Obama,t,132386@19_17-132386@19_24,133292
eng-WL-11-174595-12970904_6_5,eng-WL-11-174595-12970904_6_3,eng-WL-11-174595-12970904_6,Chris Brown-Rihanna,t,eng-WL-11-174595-12970904_6_5-eng-WL-11-174595-12970904_6_3,35514
NYT_ENG_20071208.0077.LDC2009T13_413_21,NYT_ENG_20071208.0077.LDC2009T13_413_31,NYT_ENG_20071208.0077.LDC2009T13_413,Nina Khrushcheva-Nikita Khrushchev,t,NYT_ENG_20071208.0077.LDC2009T13_413_21-NYT_ENG_20071208.0077.LDC2009T13_413_31,187967
XIN_ENG_20080520.0119.LDC2009T13_201_38,XIN_ENG_20080520.0119.LDC2009T13_201_28,XIN_ENG_20080520.0119.LDC2009T13_201,Carla Bruni-Nicolas Sarkozy,t,XIN_ENG_20080520.0119.LDC2009T13_201_38-XIN_ENG_20080520.0119.LDC2009T13_201_28,283636
NYT_ENG_20080904.0118.LDC2009T13_1152_8,NYT_ENG_20080904.0118.LDC2009T13_1152_2,NYT_ENG_20080904.0118.LDC2009T13_1152,Stephen Moyer-Anna Paquin,t,NYT_ENG_20080904.0118.LDC2009T13_1152_8-NYT_ENG_20080904.0118.LDC2009T13_1152_2,92764
eng-NG-31-134040-9592243_780_4,eng-NG-31-134040-9592243_780_56,eng-NG-31-134040-9592243_780,Rudy Giuliani-Judith Nathan,t,eng-NG-31-134040-9592243_780_4-eng-NG-31-134040-9592243_780_56,126317
APW_ENG_20070216.1438.LDC2009T13_0_6,APW_ENG_20070216.1438.LDC2009T13_0_0,APW_ENG_20070216.1438.LDC2009T13_0,Jemima Khan-Hugh Grant,t,APW_ENG_20070216.1438.LDC2009T13_0_6-APW_ENG_20070216.1438.LDC2009T13_0_0,120443
eng-NG-31-105100-11929710_69_9,eng-NG-31-105100-11929710_69_4,eng-NG-31-105100-11929710_69,Ann Dunham-Lolo Soetoro,t,eng-NG-31-105100-11929710_69_9-eng-NG-31-105100-11929710_69_4,238774
AFP_ENG_20080111.0231.LDC2009T13_10_1,AFP_ENG_20080111.0231.LDC2009T13_10_10,AFP_ENG_20080111.0231.LDC2009T13_10,Nicolas Sarkozy-Carla Bruni,t,AFP_ENG_20080111.0231.LDC2009T13_10_1-AFP_ENG_20080111.0231.LDC2009T13_10_10,238176
APW_ENG_20080414.1090.LDC2009T13_240_20,APW_ENG_20080414.1090.LDC2009T13_240_23,APW_ENG_20080414.1090.LDC2009T13_240,Tim McGraw-Faith Hill,t,APW_ENG_20080414.1090.LDC2009T13_240_20-APW_ENG_20080414.1090.LDC2009T13_240_23,15210
eng-WL-11-174583-12937564_13_12,eng-WL-11-174583-12937564_13_6,eng-WL-11-174583-12937564_13,Brad Pitt-Angelina Jolie,t,eng-WL-11-174583-12937564_13_12-eng-WL-11-174583-12937564_13_6,281929
eng-NG-31-132690-9460276_203_15,eng-NG-31-132690-9460276_203_33,eng-NG-31-132690-9460276_203,Pamela Anderson-Tommy Lee,t,eng-NG-31-132690-9460276_203_15-eng-NG-31-132690-9460276_203_33,159584
NYT_ENG_20080323.0120.LDC2009T13_9_0,NYT_ENG_20080323.0120.LDC2009T13_9_3,NYT_ENG_20080323.0120.LDC2009T13_9,Heather Mills-Paul McCartney,t,NYT_ENG_20080323.0120.LDC2009T13_9_0-NYT_ENG_20080323.0120.LDC2009T13_9_3,32717
eng-WL-11-174595-12968005_58_3,eng-WL-11-174595-12968005_58_0,eng-WL-11-174595-12968005_58,Ryan Phillippe-Reese Witherspoon,t,eng-WL-11-174595-12968005_58_3-eng-WL-11-174595-12968005_58_0,184724
eng-WL-11-174595-12968943_342_35,eng-WL-11-174595-12968943_342_0,eng-WL-11-174595-12968943_342,Guy Ritchie-Madonna,t,eng-WL-11-174595-12968943_342_35-eng-WL-11-174595-12968943_342_0,127779
34105@6_13,34105@6_5,34105@6,Nancy Reagan-Ronald Reagan,t,34105@6_13-34105@6_5,58695
AFP_ENG_20071225.0141.LDC2009T13_9_2,AFP_ENG_20071225.0141.LDC2009T13_9_25,AFP_ENG_20071225.0141.LDC2009T13_9,Nicolas Sarkozy-Carla Bruni,t,AFP_ENG_20071225.0141.LDC2009T13_9_2-AFP_ENG_20071225.0141.LDC2009T13_9_25,254958
LTW_ENG_20080718.0038.LDC2009T13_35_8,LTW_ENG_20080718.0038.LDC2009T13_35_6,LTW_ENG_20080718.0038.LDC2009T13_35,Pericles-Aspasia,t,LTW_ENG_20080718.0038.LDC2009T13_35_8-LTW_ENG_20080718.0038.LDC2009T13_35_6,86411
eng-WL-11-174595-12967824_2397_5,eng-WL-11-174595-12967824_2397_8,eng-WL-11-174595-12967824_2397,Justin Timberlake-Cameron Diaz,t,eng-WL-11-174595-12967824_2397_5-eng-WL-11-174595-12967824_2397_8,204221
eng-NG-31-141957-9979184_47_8,eng-NG-31-141957-9979184_47_1,eng-NG-31-141957-9979184_47,Casey Aldridge-Jamie Lynn Spears,t,eng-NG-31-141957-9979184_47_8-eng-NG-31-141957-9979184_47_1,167792
LTW_ENG_20080808.0126.LDC2009T13_546_0,LTW_ENG_20080808.0126.LDC2009T13_546_6,LTW_ENG_20080808.0126.LDC2009T13_546,Maureen Stevens-Robert Stevens,t,LTW_ENG_20080808.0126.LDC2009T13_546_0-LTW_ENG_20080808.0126.LDC2009T13_546_6,246519
NYT_ENG_20071123.0146.LDC2009T13_441_5,NYT_ENG_20071123.0146.LDC2009T13_441_41,NYT_ENG_20071123.0146.LDC2009T13_441,Aitzaz Ahsan-Bushra Ahsan,t,NYT_ENG_20071123.0146.LDC2009T13_441_5-NYT_ENG_20071123.0146.LDC2009T13_441_41,55957
APW_ENG_20080221.1306.LDC2009T13_214_29,APW_ENG_20080221.1306.LDC2009T13_214_7,APW_ENG_20080221.1306.LDC2009T13_214,Livia-Augustus,t,APW_ENG_20080221.1306.LDC2009T13_214_29-APW_ENG_20080221.1306.LDC2009T13_214_7,143267
APW_ENG_20081012.0643.LDC2009T13_434_11,APW_ENG_20081012.0643.LDC2009T13_434_18,APW_ENG_20081012.0643.LDC2009T13_434,Bill Clinton-Hillary Rodham Clinton,t,APW_ENG_20081012.0643.LDC2009T13_434_11-APW_ENG_20081012.0643.LDC2009T13_434_18,84923
APW_ENG_20081201.0726.LDC2009T13_12_2,APW_ENG_20081201.0726.LDC2009T13_12_17,APW_ENG_20081201.0726.LDC2009T13_12,Bill Clinton-Hillary Rodham Clinton,t,APW_ENG_20081201.0726.LDC2009T13_12_2-APW_ENG_20081201.0726.LDC2009T13_12_17,279080
APW_ENG_20081211.1057.LDC2009T13_61_10,APW_ENG_20081211.1057.LDC2009T13_61_16,APW_ENG_20081211.1057.LDC2009T13_61,Brad Pitt-Angelina Jolie,t,APW_ENG_20081211.1057.LDC2009T13_61_10-APW_ENG_20081211.1057.LDC2009T13_61_16,237583
eng-NG-31-142092-9999348_718_19,eng-NG-31-142092-9999348_718_8,eng-NG-31-142092-9999348_718,Lynne Cheney-Dick Cheney,t,eng-NG-31-142092-9999348_718_19-eng-NG-31-142092-9999348_718_8,261423
APW_ENG_20081122.0531.LDC2009T13_417_0,APW_ENG_20081122.0531.LDC2009T13_417_3,APW_ENG_20081122.0531.LDC2009T13_417,Ekaterina Sokolova-Fedor Sokolov,t,APW_ENG_20081122.0531.LDC2009T13_417_0-APW_ENG_20081122.0531.LDC2009T13_417_3,197382
APW_ENG_20071030.1487.LDC2009T13_18_33,APW_ENG_20071030.1487.LDC2009T13_18_4,APW_ENG_20071030.1487.LDC2009T13_18,Kevin Federline-Britney Spears,t,APW_ENG_20071030.1487.LDC2009T13_18_33-APW_ENG_20071030.1487.LDC2009T13_18_4,45453
101970@0_2,101970@0_5,101970@0,John Travolta-Kelly Preston,t,101970@0_2-101970@0_5,36
eng-WL-11-174588-12938170_5287_19,eng-WL-11-174588-12938170_5287_15,eng-WL-11-174588-12938170_5287,Peter Sarsgaard-Maggie Gyllenhaal,t,eng-WL-11-174588-12938170_5287_19-eng-WL-11-174588-12938170_5287_15,13357
NYT_ENG_20080902.0191.LDC2009T13_27_11,NYT_ENG_20080902.0191.LDC2009T13_27_22,NYT_ENG_20080902.0191.LDC2009T13_27,Todd Palin-Sarah Palin,t,NYT_ENG_20080902.0191.LDC2009T13_27_11-NYT_ENG_20080902.0191.LDC2009T13_27_22,246588
20805@27_19,20805@27_22,20805@27,Tracey Thorn-Ben Watt,t,20805@27_19-20805@27_22,173934
APW_ENG_20080906.0563.LDC2009T13_117_59,APW_ENG_20080906.0563.LDC2009T13_117_54,APW_ENG_20080906.0563.LDC2009T13_117,Frances McDormand-Joel Coen,t,APW_ENG_20080906.0563.LDC2009T13_117_59-APW_ENG_20080906.0563.LDC2009T13_117_54,86988
APW_ENG_20070523.0011.LDC2009T13_17_13,APW_ENG_20070523.0011.LDC2009T13_17_8,APW_ENG_20070523.0011.LDC2009T13_17,Anne Wojcicki-Sergey Brin,t,APW_ENG_20070523.0011.LDC2009T13_17_13-APW_ENG_20070523.0011.LDC2009T13_17_8,195859
eng-WL-11-174595-12968337_1970_16,eng-WL-11-174595-12968337_1970_13,eng-WL-11-174595-12968337_1970,Kelly Preston-John Travolta,t,eng-WL-11-174595-12968337_1970_16-eng-WL-11-174595-12968337_1970_13,201271
AFP_ENG_20080107.0293.LDC2009T13_6_28,AFP_ENG_20080107.0293.LDC2009T13_6_13,AFP_ENG_20080107.0293.LDC2009T13_6,Carla Bruni-Nicolas Sarkozy,t,AFP_ENG_20080107.0293.LDC2009T13_6_28-AFP_ENG_20080107.0293.LDC2009T13_6_13,254679
LTW_ENG_20081119.0011.LDC2009T13_224_19,LTW_ENG_20081119.0011.LDC2009T13_224_12,LTW_ENG_20081119.0011.LDC2009T13_224,Bill Gates-Melinda Gates,t,LTW_ENG_20081119.0011.LDC2009T13_224_19-LTW_ENG_20081119.0011.LDC2009T13_224_12,53580
eng-NG-31-141960-9983900_22_7,eng-NG-31-141960-9983900_22_10,eng-NG-31-141960-9983900_22,Jennifer Lopez-Marc Anthony,t,eng-NG-31-141960-9983900_22_7-eng-NG-31-141960-9983900_22_10,67579
AFP_ENG_20071004.0627.LDC2009T13_159_14,AFP_ENG_20071004.0627.LDC2009T13_159_23,AFP_ENG_20071004.0627.LDC2009T13_159,Jemima Khan-Imran Khan,t,AFP_ENG_20071004.0627.LDC2009T13_159_14-AFP_ENG_20071004.0627.LDC2009T13_159_23,184334
eng-NG-31-102460-11230091_492_35,eng-NG-31-102460-11230091_492_22,eng-NG-31-102460-11230091_492,Michelle Obama-Barack Obama,t,eng-NG-31-102460-11230091_492_35-eng-NG-31-102460-11230091_492_22,33173
AFP_ENG_20080917.0128.LDC2009T13_10_0,AFP_ENG_20080917.0128.LDC2009T13_10_8,AFP_ENG_20080917.0128.LDC2009T13_10,Michelle Obama-Barack Obama,t,AFP_ENG_20080917.0128.LDC2009T13_10_0-AFP_ENG_20080917.0128.LDC2009T13_10_8,63162
eng-WL-11-174583-12937035_16_0,eng-WL-11-174583-12937035_16_3,eng-WL-11-174583-12937035_16,Brad Pitt-Angelina Jolie,t,eng-WL-11-174583-12937035_16_0-eng-WL-11-174583-12937035_16_3,126077
APW_ENG_20070527.0119.LDC2009T13_86_17,APW_ENG_20070527.0119.LDC2009T13_86_20,APW_ENG_20070527.0119.LDC2009T13_86,Jennifer Lopez-Marc Anthony,t,APW_ENG_20070527.0119.LDC2009T13_86_17-APW_ENG_20070527.0119.LDC2009T13_86_20,197341
eng-WL-11-174572-12949007_15_7,eng-WL-11-174572-12949007_15_10,eng-WL-11-174572-12949007_15,Heidi Montag-Spencer Pratt,t,eng-WL-11-174572-12949007_15_7-eng-WL-11-174572-12949007_15_10,29698
XIN_ENG_20080819.0183.LDC2009T13_14_2,XIN_ENG_20080819.0183.LDC2009T13_14_10,XIN_ENG_20080819.0183.LDC2009T13_14,George W. Bush-Laura Bush,t,XIN_ENG_20080819.0183.LDC2009T13_14_2-XIN_ENG_20080819.0183.LDC2009T13_14_10,17825
eng-WL-11-174595-12968384_528_12,eng-WL-11-174595-12968384_528_9,eng-WL-11-174595-12968384_528,Guy Ritchie-Madonna,t,eng-WL-11-174595-12968384_528_12-eng-WL-11-174595-12968384_528_9,201881
7968@53_31,7968@53_34,7968@53,Travis Barker-Shanna Moakler,t,7968@53_31-7968@53_34,194087
eng-WL-11-174595-12967796_1291_3,eng-WL-11-174595-12967796_1291_0,eng-WL-11-174595-12967796_1291,Heather Mills-Paul McCartney,t,eng-WL-11-174595-12967796_1291_3-eng-WL-11-174595-12967796_1291_0,285038
eng-WL-11-174594-12963240_13_10,eng-WL-11-174594-12963240_13_7,eng-WL-11-174594-12963240_13,Kevin Federline-Britney Spears,t,eng-WL-11-174594-12963240_13_10-eng-WL-11-174594-12963240_13_7,87177
NYT_ENG_20080709.0093.LDC2009T13_542_8,NYT_ENG_20080709.0093.LDC2009T13_542_5,NYT_ENG_20080709.0093.LDC2009T13_542,Mark Levin-Jennifer Flackett,t,NYT_ENG_20080709.0093.LDC2009T13_542_8-NYT_ENG_20080709.0093.LDC2009T13_542_5,70113
APW_ENG_20080527.0285.LDC2009T13_322_36,APW_ENG_20080527.0285.LDC2009T13_322_17,APW_ENG_20080527.0285.LDC2009T13_322,Tom Cruise-Nicole Kidman,t,APW_ENG_20080527.0285.LDC2009T13_322_36-APW_ENG_20080527.0285.LDC2009T13_322_17,44615
eng-NG-31-147907-10553508_10_32,eng-NG-31-147907-10553508_10_41,eng-NG-31-147907-10553508_10,Laila Ali-Curtis Conway,t,eng-NG-31-147907-10553508_10_32-eng-NG-31-147907-10553508_10_41,123127
eng-WL-11-174611-12978184_44_9,eng-WL-11-174611-12978184_44_6,eng-WL-11-174611-12978184_44,Michelle Obama-Barack Obama,t,eng-WL-11-174611-12978184_44_9-eng-WL-11-174611-12978184_44_6,282263
APW_ENG_20071119.0035.LDC2009T13_72_41,APW_ENG_20071119.0035.LDC2009T13_72_24,APW_ENG_20071119.0035.LDC2009T13_72,Rihanna-Chris Brown,t,APW_ENG_20071119.0035.LDC2009T13_72_41-APW_ENG_20071119.0035.LDC2009T13_72_24,64128
APW_ENG_20070414.0647.LDC2009T13_133_24,APW_ENG_20070414.0647.LDC2009T13_133_13,APW_ENG_20070414.0647.LDC2009T13_133,Matthew Winkler-Mary Winkler,t,APW_ENG_20070414.0647.LDC2009T13_133_24-APW_ENG_20070414.0647.LDC2009T13_133_13,11177
eng-WL-107-174567-12932310_44_3,eng-WL-107-174567-12932310_44_0,eng-WL-107-174567-12932310_44,Nick Lachey-Vanessa Minnillo,t,eng-WL-107-174567-12932310_44_3-eng-WL-107-174567-12932310_44_0,184793
eng-WL-11-174595-12968382_2462_19,eng-WL-11-174595-12968382_2462_0,eng-WL-11-174595-12968382_2462,Guy Ritchie-Madonna,t,eng-WL-11-174595-12968382_2462_19-eng-WL-11-174595-12968382_2462_0,258897
NYT_ENG_20070329.0115.LDC2009T13_493_2,NYT_ENG_20070329.0115.LDC2009T13_493_25,NYT_ENG_20070329.0115.LDC2009T13_493,Hillary Rodham Clinton-Bill Clinton,t,NYT_ENG_20070329.0115.LDC2009T13_493_2-NYT_ENG_20070329.0115.LDC2009T13_493_25,35439
APW_ENG_20071014.0529.LDC2009T13_307_13,APW_ENG_20071014.0529.LDC2009T13_307_10,APW_ENG_20071014.0529.LDC2009T13_307,Jennifer Aniston-Brad Pitt,t,APW_ENG_20071014.0529.LDC2009T13_307_13-APW_ENG_20071014.0529.LDC2009T13_307_10,101595
NYT_ENG_20080415.0033.LDC2009T13_12_0,NYT_ENG_20080415.0033.LDC2009T13_12_21,NYT_ENG_20080415.0033.LDC2009T13_12,Polly Lauder Tunney-Gene Tunney,t,NYT_ENG_20080415.0033.LDC2009T13_12_0-NYT_ENG_20080415.0033.LDC2009T13_12_21,283906
XIN_ENG_20070110.0309.LDC2009T13_13_6,XIN_ENG_20070110.0309.LDC2009T13_13_3,XIN_ENG_20070110.0309.LDC2009T13_13,Sophia Loren-Carlo Ponti,t,XIN_ENG_20070110.0309.LDC2009T13_13_6-XIN_ENG_20070110.0309.LDC2009T13_13_3,285047
NYT_ENG_20070713.0046.LDC2009T13_1064_20,NYT_ENG_20070713.0046.LDC2009T13_1064_23,NYT_ENG_20070713.0046.LDC2009T13_1064,Tom Cruise-Katie Holmes,t,NYT_ENG_20070713.0046.LDC2009T13_1064_20-NYT_ENG_20070713.0046.LDC2009T13_1064_23,281896
133720@7_4,133720@7_14,133720@7,Barack Obama-Michelle Obama,t,133720@7_4-133720@7_14,585
AFP_ENG_20070207.0192.LDC2009T13_9_5,AFP_ENG_20070207.0192.LDC2009T13_9_8,AFP_ENG_20070207.0192.LDC2009T13_9,Brad Pitt-Angelina Jolie,t,AFP_ENG_20070207.0192.LDC2009T13_9_5-AFP_ENG_20070207.0192.LDC2009T13_9_8,251543
eng-WL-11-174595-12967569_9_32,eng-WL-11-174595-12967569_9_16,eng-WL-11-174595-12967569_9,Britney Spears-Kevin Federline,t,eng-WL-11-174595-12967569_9_32-eng-WL-11-174595-12967569_9_16,10669
NYT_ENG_20070202.0204.LDC2009T13_917_41,NYT_ENG_20070202.0204.LDC2009T13_917_38,NYT_ENG_20070202.0204.LDC2009T13_917,Deryck Whibley-Avril Lavigne,t,NYT_ENG_20070202.0204.LDC2009T13_917_41-NYT_ENG_20070202.0204.LDC2009T13_917_38,14966
LTW_ENG_20070505.0065.LDC2009T13_278_11,LTW_ENG_20070505.0065.LDC2009T13_278_8,LTW_ENG_20070505.0065.LDC2009T13_278,Katie Holmes-Tom Cruise,t,LTW_ENG_20070505.0065.LDC2009T13_278_11-LTW_ENG_20070505.0065.LDC2009T13_278_8,50788
eng-WL-110-174612-12993899_277_36,eng-WL-110-174612-12993899_277_15,eng-WL-110-174612-12993899_277,Janet Jackson-Jermaine Dupri,t,eng-WL-110-174612-12993899_277_36-eng-WL-110-174612-12993899_277_15,220308
LTW_ENG_20080405.0045.LDC2009T13_355_44,LTW_ENG_20080405.0045.LDC2009T13_355_31,LTW_ENG_20080405.0045.LDC2009T13_355,Marc Anthony-Jennifer Lopez,t,LTW_ENG_20080405.0045.LDC2009T13_355_44-LTW_ENG_20080405.0045.LDC2009T13_355_31,266574
APW_ENG_20081205.0087.LDC2009T13_12_7,APW_ENG_20081205.0087.LDC2009T13_12_1,APW_ENG_20081205.0087.LDC2009T13_12,Laura Bush-George W. Bush,t,APW_ENG_20081205.0087.LDC2009T13_12_7-APW_ENG_20081205.0087.LDC2009T13_12_1,139843
NYT_ENG_20070208.0130.LDC2009T13_653_45,NYT_ENG_20070208.0130.LDC2009T13_653_41,NYT_ENG_20070208.0130.LDC2009T13_653,Martha de Laurentiis-Dino de Laurentiis,t,NYT_ENG_20070208.0130.LDC2009T13_653_45-NYT_ENG_20070208.0130.LDC2009T13_653_41,180974
APW_ENG_20080130.0691.LDC2009T13_221_34,APW_ENG_20080130.0691.LDC2009T13_221_10,APW_ENG_20080130.0691.LDC2009T13_221,Rihanna-Chris Brown,t,APW_ENG_20080130.0691.LDC2009T13_221_34-APW_ENG_20080130.0691.LDC2009T13_221_10,27375
NYT_ENG_20080128.0065.LDC2009T13_52_14,NYT_ENG_20080128.0065.LDC2009T13_52_40,NYT_ENG_20080128.0065.LDC2009T13_52,Suharto-Siti Hartinah,t,NYT_ENG_20080128.0065.LDC2009T13_52_14-NYT_ENG_20080128.0065.LDC2009T13_52_40,223952
NYT_ENG_20080216.0083.LDC2009T13_267_16,NYT_ENG_20080216.0083.LDC2009T13_267_5,NYT_ENG_20080216.0083.LDC2009T13_267,Benazir Bhutto-Asif Ali Zardari,t,NYT_ENG_20080216.0083.LDC2009T13_267_16-NYT_ENG_20080216.0083.LDC2009T13_267_5,92085
98130@9_5,98130@9_16,98130@9,Asif Ali Zardari-Benazir Bhutto,t,98130@9_5-98130@9_16,42234
APW_ENG_20080215.1426.LDC2009T13_413_9,APW_ENG_20080215.1426.LDC2009T13_413_3,APW_ENG_20080215.1426.LDC2009T13_413,Laura Bush-George W. Bush,t,APW_ENG_20080215.1426.LDC2009T13_413_9-APW_ENG_20080215.1426.LDC2009T13_413_3,48885
eng-WL-107-174567-12933799_27_6,eng-WL-107-174567-12933799_27_9,eng-WL-107-174567-12933799_27,Heidi Montag-Spencer Pratt,t,eng-WL-107-174567-12933799_27_6-eng-WL-107-174567-12933799_27_9,168906
eng-WL-11-174574-12937964_784_5,eng-WL-11-174574-12937964_784_8,eng-WL-11-174574-12937964_784,Chris Brown-Rihanna,t,eng-WL-11-174574-12937964_784_5-eng-WL-11-174574-12937964_784_8,198007
APW_ENG_20080205.1159.LDC2009T13_395_10,APW_ENG_20080205.1159.LDC2009T13_395_4,APW_ENG_20080205.1159.LDC2009T13_395,Nicolas Sarkozy-Carla Bruni,t,APW_ENG_20080205.1159.LDC2009T13_395_10-APW_ENG_20080205.1159.LDC2009T13_395_4,257345
LTW_ENG_20080827.0122.LDC2009T13_142_12,LTW_ENG_20080827.0122.LDC2009T13_142_9,LTW_ENG_20080827.0122.LDC2009T13_142,Nick Cannon-Mariah Carey,t,LTW_ENG_20080827.0122.LDC2009T13_142_12-LTW_ENG_20080827.0122.LDC2009T13_142_9,15285
eng-WL-11-174595-12968052_2420_0,eng-WL-11-174595-12968052_2420_3,eng-WL-11-174595-12968052_2420,Elvis Costello-Diana Krall,t,eng-WL-11-174595-12968052_2420_0-eng-WL-11-174595-12968052_2420_3,164058
AFP_ENG_20080303.0776.LDC2009T13_83_43,AFP_ENG_20080303.0776.LDC2009T13_83_32,AFP_ENG_20080303.0776.LDC2009T13_83,David Furnish-Elton John,t,AFP_ENG_20080303.0776.LDC2009T13_83_43-AFP_ENG_20080303.0776.LDC2009T13_83_32,138055
eng-WL-11-174595-12968213_916_0,eng-WL-11-174595-12968213_916_5,eng-WL-11-174595-12968213_916,Tom Cruise-Katie Holmes,t,eng-WL-11-174595-12968213_916_0-eng-WL-11-174595-12968213_916_5,92027
APW_ENG_20070413.0169.LDC2009T13_1071_10,APW_ENG_20070413.0169.LDC2009T13_1071_4,APW_ENG_20070413.0169.LDC2009T13_1071,Robert Taylor-Barbara Stanwyck,t,APW_ENG_20070413.0169.LDC2009T13_1071_10-APW_ENG_20070413.0169.LDC2009T13_1071_4,178259
APW_ENG_20080203.0772.LDC2009T13_195_0,APW_ENG_20080203.0772.LDC2009T13_195_3,APW_ENG_20080203.0772.LDC2009T13_195,Jason Kliot-Joana Vicente,t,APW_ENG_20080203.0772.LDC2009T13_195_0-APW_ENG_20080203.0772.LDC2009T13_195_3,273632
eng-NG-31-145805-10295409_20_4,eng-NG-31-145805-10295409_20_1,eng-NG-31-145805-10295409_20,Angelina Jolie-Brad Pitt,t,eng-NG-31-145805-10295409_20_4-eng-NG-31-145805-10295409_20_1,84762
XIN_ENG_20080202.0205.LDC2009T13_14_2,XIN_ENG_20080202.0205.LDC2009T13_14_8,XIN_ENG_20080202.0205.LDC2009T13_14,Nicolas Sarkozy-Carla Bruni,t,XIN_ENG_20080202.0205.LDC2009T13_14_2-XIN_ENG_20080202.0205.LDC2009T13_14_8,75575
90852@47_46,90852@47_41,90852@47,Tom Cruise-Katie Holmes,t,90852@47_46-90852@47_41,23330
NYT_ENG_20070824.0009.LDC2009T13_7_4,NYT_ENG_20070824.0009.LDC2009T13_7_11,NYT_ENG_20070824.0009.LDC2009T13_7,Julianna Zobrist-Ben Zobrist,t,NYT_ENG_20070824.0009.LDC2009T13_7_4-NYT_ENG_20070824.0009.LDC2009T13_7_11,148888
NYT_ENG_20080305.0108.LDC2009T13_249_30,NYT_ENG_20080305.0108.LDC2009T13_249_45,NYT_ENG_20080305.0108.LDC2009T13_249,Lily Tomlin-Jane Wagner,t,NYT_ENG_20080305.0108.LDC2009T13_249_30-NYT_ENG_20080305.0108.LDC2009T13_249_45,35428
AFP_ENG_20080411.0372.LDC2009T13_209_18,AFP_ENG_20080411.0372.LDC2009T13_209_13,AFP_ENG_20080411.0372.LDC2009T13_209,Guy Ritchie-Madonna,t,AFP_ENG_20080411.0372.LDC2009T13_209_18-AFP_ENG_20080411.0372.LDC2009T13_209_13,44801
APW_ENG_20070823.1157.LDC2009T13_362_17,APW_ENG_20070823.1157.LDC2009T13_362_6,APW_ENG_20070823.1157.LDC2009T13_362,Samuel Barber-Gian Carlo Menotti,t,APW_ENG_20070823.1157.LDC2009T13_362_17-APW_ENG_20070823.1157.LDC2009T13_362_6,33054
eng-WL-11-174595-12969746_6_4,eng-WL-11-174595-12969746_6_1,eng-WL-11-174595-12969746_6,Gavin Rossdale-Gwen Stefani,t,eng-WL-11-174595-12969746_6_4-eng-WL-11-174595-12969746_6_1,74066
47641@16_17,47641@16_11,47641@16,Bill Clinton-Hillary Rodham Clinton,t,47641@16_17-47641@16_11,134304
APW_ENG_20070615.0116.LDC2009T13_351_13,APW_ENG_20070615.0116.LDC2009T13_351_9,APW_ENG_20070615.0116.LDC2009T13_351,David Whitney-Philip Johnson,t,APW_ENG_20070615.0116.LDC2009T13_351_13-APW_ENG_20070615.0116.LDC2009T13_351_9,200313
