doc_id,id,mid1,mid2,word1,word2,rel,is_correct
AFP_ENG_20071204.0232.LDC2009T13,47013,AFP_ENG_20071204.0232.LDC2009T13_357_368,AFP_ENG_20071204.0232.LDC2009T13_347_356,hugo chavez,president,per:title,t
AFP_ENG_20070405.0102.LDC2009T13,297278,AFP_ENG_20070405.0102.LDC2009T13_2576_2598,AFP_ENG_20070405.0102.LDC2009T13_2480_2489,ayatollah ali khamenei,president,per:title,t
eng-WL-11-174584-12964464,340484,eng-WL-11-174584-12964464_1781_1786,eng-WL-11-174584-12964464_1927_1940,jason,molly malaney,per:spouse,t
eng-WL-11-174598-12964778,190997,eng-WL-11-174598-12964778_38065_38069,eng-WL-11-174598-12964778_38146_38160,demi,ashton kutcher,per:spouse,t
eng-WL-11-174595-12968178,311074,eng-WL-11-174595-12968178_1268_1275,eng-WL-11-174595-12968178_1280_1285,britney,kevin,per:spouse,t
APW_ENG_20080709.0575.LDC2009T13,33,APW_ENG_20080709.0575.LDC2009T13_1788_1795,APW_ENG_20080709.0575.LDC2009T13_1751_1763,britney,lynne spears,per:parents,t
APW_ENG_20071116.1329.LDC2009T13,319685,APW_ENG_20071116.1329.LDC2009T13_5289_5302,APW_ENG_20071116.1329.LDC2009T13_5193_5212,samsung group,samsung electronics,org:subsidiaries,t
APW_ENG_20070302.0801.LDC2009T13,238890,APW_ENG_20070302.0801.LDC2009T13_6509_6521,APW_ENG_20070302.0801.LDC2009T13_6545_6554,michael sata,president,per:title,t
eng-WL-11-174587-12961835,169379,eng-WL-11-174587-12961835_295_306,eng-WL-11-174587-12961835_382_395,heidi pratt,spencer pratt,per:spouse,t
eng-WL-11-174611-12980381,36253,eng-WL-11-174611-12980381_1417_1422,eng-WL-11-174611-12980381_1427_1433,ellen,portia,per:spouse,t
LTW_ENG_20071107.0076.LDC2009T13,245449,LTW_ENG_20071107.0076.LDC2009T13_2353_2369,LTW_ENG_20071107.0076.LDC2009T13_2374_2383,george h.w. bush,president,per:title,t
XIN_ENG_20080224.0186.LDC2009T13,8770,XIN_ENG_20080224.0186.LDC2009T13_333_345,XIN_ENG_20080224.0186.LDC2009T13_255_266,fidel castro,raul castro,per:siblings,t
XIN_ENG_20080224.0186.LDC2009T13,8760,XIN_ENG_20080224.0186.LDC2009T13_255_266,XIN_ENG_20080224.0186.LDC2009T13_333_345,raul castro,fidel castro,per:siblings,t
APW_ENG_20071127.1058.LDC2009T13,217526,APW_ENG_20071127.1058.LDC2009T13_2012_2029,APW_ENG_20071127.1058.LDC2009T13_1970_1989,oscar de la renta,annette de la renta,per:spouse,t
AFP_ENG_20070315.0103.LDC2009T13,160814,AFP_ENG_20070315.0103.LDC2009T13_2852_2864,AFP_ENG_20070315.0103.LDC2009T13_2730_2737,andre previn,soon-yi,per:children,t
AFP_ENG_20080516.0661.LDC2009T13,217536,AFP_ENG_20080516.0661.LDC2009T13_3291_3295,AFP_ENG_20080516.0661.LDC2009T13_3313_3329,farc,manuel marulanda,org:founded_by,t
eng-WL-11-174594-12961483,174541,eng-WL-11-174594-12961483_583_588,eng-WL-11-174594-12961483_568_578,casey,jamie lynn,per:spouse,t
APW_ENG_20070619.0058.LDC2009T13,47010,APW_ENG_20070619.0058.LDC2009T13_596_608,APW_ENG_20070619.0058.LDC2009T13_506_517,fidel castro,raul castro,per:siblings,t
AFP_ENG_20070122.0666.LDC2009T13,136375,AFP_ENG_20070122.0666.LDC2009T13_2488_2499,AFP_ENG_20070122.0666.LDC2009T13_2478_2487,hugo chavez,president,per:title,t
XIN_ENG_20070218.0197.LDC2009T13,8755,XIN_ENG_20070218.0197.LDC2009T13_1304_1315,XIN_ENG_20070218.0197.LDC2009T13_1164_1176,raul castro,fidel castro,per:siblings,t
APW_ENG_20080219.0651.LDC2009T13,59338,APW_ENG_20080219.0651.LDC2009T13_1180_1191,APW_ENG_20080219.0651.LDC2009T13_1170_1179,hugo chavez,president,per:title,t
eng-WL-11-174595-12968331,174524,eng-WL-11-174595-12968331_12842_12855,eng-WL-11-174595-12968331_12937_12952,jason bateman,justine bateman,per:siblings,t
eng-WL-11-174572-12949427,238896,eng-WL-11-174572-12949427_1147_1159,eng-WL-11-174572-12949427_1085_1098,heidi montag,spencer pratt,per:spouse,t
APW_ENG_20070110.0968.LDC2009T13,59326,APW_ENG_20070110.0968.LDC2009T13_220_231,APW_ENG_20070110.0968.LDC2009T13_210_219,hugo chavez,president,per:title,t
eng-WL-11-174592-12940859,36246,eng-WL-11-174592-12940859_888_894,eng-WL-11-174592-12940859_878_883,portia,ellen,per:spouse,t
NYT_ENG_20071012.0064.LDC2009T13,47032,NYT_ENG_20071012.0064.LDC2009T13_4032_4047,NYT_ENG_20071012.0064.LDC2009T13_4022_4031,john f. kennedy,president,per:title,t
APW_ENG_20080709.0778.LDC2009T13,32426,APW_ENG_20080709.0778.LDC2009T13_1790_1797,APW_ENG_20080709.0778.LDC2009T13_1753_1765,britney,lynne spears,per:parents,t
AFP_ENG_20070116.0538.LDC2009T13,59307,AFP_ENG_20070116.0538.LDC2009T13_873_887,AFP_ENG_20070116.0538.LDC2009T13_863_872,george w. bush,president,per:title,t
APW_ENG_20080506.1399.LDC2009T13,289354,APW_ENG_20080506.1399.LDC2009T13_2235_2248,APW_ENG_20080506.1399.LDC2009T13_2225_2234,mahmoud abbas,president,per:title,t
NYT_ENG_20080422.0213.LDC2009T13,305830,NYT_ENG_20080422.0213.LDC2009T13_1077_1080,NYT_ENG_20080422.0213.LDC2009T13_908_915,lee,samsung,per:employee_or_member_of,t
NYT_ENG_20080422.0012.LDC2009T13,229820,NYT_ENG_20080422.0012.LDC2009T13_5864_5867,NYT_ENG_20080422.0012.LDC2009T13_5906_5913,lee,samsung,per:employee_or_member_of,t
AFP_ENG_20071204.0232.LDC2009T13,47004,AFP_ENG_20071204.0232.LDC2009T13_246_260,AFP_ENG_20071204.0232.LDC2009T13_347_356,george w. bush,president,per:title,t
APW_ENG_20071116.1329.LDC2009T13,319661,APW_ENG_20071116.1329.LDC2009T13_4571_4582,APW_ENG_20071116.1329.LDC2009T13_4561_4570,roh tae-woo,president,per:title,t
APW_ENG_20070108.1203.LDC2009T13,32429,APW_ENG_20070108.1203.LDC2009T13_231_242,APW_ENG_20070108.1203.LDC2009T13_221_230,hugo chavez,president,per:title,t
NYT_ENG_20071213.0194.LDC2009T13,209739,NYT_ENG_20071213.0194.LDC2009T13_4158_4173,NYT_ENG_20071213.0194.LDC2009T13_4149_4157,bill richardson,governor,per:title,t
APW_ENG_20070619.0044.LDC2009T13,16207,APW_ENG_20070619.0044.LDC2009T13_277_288,APW_ENG_20070619.0044.LDC2009T13_267_276,raul castro,president,per:title,t
eng-WL-11-174595-12968493,47027,eng-WL-11-174595-12968493_7633_7644,eng-WL-11-174595-12968493_7615_7628,joel madden,nicole richie,per:spouse,t
AFP_ENG_20070525.0016.LDC2009T13,87952,AFP_ENG_20070525.0016.LDC2009T13_709_722,AFP_ENG_20070525.0016.LDC2009T13_699_708,hosni mubarak,president,per:title,t
APW_ENG_20070120.0204.LDC2009T13,340514,APW_ENG_20070120.0204.LDC2009T13_7288_7299,APW_ENG_20070120.0204.LDC2009T13_7278_7287,hugo chavez,president,per:title,t
eng-WL-107-174567-12931766,141002,eng-WL-107-174567-12931766_1222_1226,eng-WL-107-174567-12931766_1214_1220,hank,kendra,per:spouse,t
eng-WL-11-174595-12968490,26613,eng-WL-11-174595-12968490_11171_11177,eng-WL-11-174595-12968490_11203_11213,ashlee,pete wentz,per:spouse,t
AFP_ENG_20071111.0030.LDC2009T13,68107,AFP_ENG_20071111.0030.LDC2009T13_311_322,AFP_ENG_20071111.0030.LDC2009T13_301_310,hugo chavez,president,per:title,t
eng-WL-11-174595-12968455,32427,eng-WL-11-174595-12968455_4677_4690,eng-WL-11-174595-12968455_4660_4672,spencer pratt,heidi montag,per:spouse,t
NYT_ENG_20081215.0225.LDC2009T13,87986,NYT_ENG_20081215.0225.LDC2009T13_511_516,NYT_ENG_20081215.0225.LDC2009T13_633_647,peter,bernard madoff,per:siblings,t
eng-WL-11-174595-12967831,331703,eng-WL-11-174595-12967831_4664_4668,eng-WL-11-174595-12967831_4528_4535,nick,vanessa,per:spouse,t
eng-WL-11-174608-12979911,95665,eng-WL-11-174608-12979911_41728_41730,eng-WL-11-174608-12979911_41723_41726,ge,nbc,org:subsidiaries,t
eng-WL-11-174595-12968296,174592,eng-WL-11-174595-12968296_2831_2851,eng-WL-11-174595-12968296_2777_2786,pax thien jolie-pitt,brad pitt,per:parents,t
AFP_ENG_20070525.0016.LDC2009T13,87983,AFP_ENG_20070525.0016.LDC2009T13_7578_7592,AFP_ENG_20070525.0016.LDC2009T13_7568_7577,george w. bush,president,per:title,t
eng-WL-11-174595-12967857,108647,eng-WL-11-174595-12967857_701_716,eng-WL-11-174595-12967857_783_797,kevin federline,britney spears,per:spouse,t
AFP_ENG_20080113.0421.LDC2009T13,278141,AFP_ENG_20080113.0421.LDC2009T13_2023_2034,AFP_ENG_20080113.0421.LDC2009T13_2054_2063,hugo chavez,president,per:title,t
AFP_ENG_20070710.0292.LDC2009T13,147069,AFP_ENG_20070710.0292.LDC2009T13_546_558,AFP_ENG_20070710.0292.LDC2009T13_510_521,fidel castro,raul castro,per:siblings,t
NYT_ENG_20071119.0253.LDC2009T13,326023,NYT_ENG_20071119.0253.LDC2009T13_1051_1054,NYT_ENG_20071119.0253.LDC2009T13_950_957,lee,samsung,per:employee_or_member_of,t
eng-NG-31-151741-10662777,153762,eng-NG-31-151741-10662777_5916_5931,eng-NG-31-151741-10662777_5933_5942,william j. shaw,president,per:title,t
eng-NG-31-142161-10036583,127757,eng-NG-31-142161-10036583_991_1003,eng-NG-31-142161-10036583_1019_1028,fidel castro,president,per:title,t
eng-WL-11-174572-12950167,260587,eng-WL-11-174572-12950167_576_581,eng-WL-11-174572-12950167_593_606,heidi,spencer pratt,per:spouse,t
NYT_ENG_20080422.0213.LDC2009T13,305835,NYT_ENG_20080422.0213.LDC2009T13_1852_1863,NYT_ENG_20080422.0213.LDC2009T13_1924_1931,lee kun-hee,samsung,per:employee_or_member_of,t
APW_ENG_20081119.0926.LDC2009T13,191064,APW_ENG_20081119.0926.LDC2009T13_381_393,APW_ENG_20081119.0926.LDC2009T13_366_376,katie holmes,tom cruise,per:spouse,t
AFP_ENG_20080912.0653.LDC2009T13,238863,AFP_ENG_20080912.0653.LDC2009T13_261_272,AFP_ENG_20080912.0653.LDC2009T13_251_260,hugo chavez,president,per:title,t
APW_ENG_20071019.1076.LDC2009T13,75614,APW_ENG_20071019.1076.LDC2009T13_452_463,APW_ENG_20071019.1076.LDC2009T13_442_451,hugo chavez,president,per:title,t
APW_ENG_20070706.1216.LDC2009T13,311067,APW_ENG_20070706.1216.LDC2009T13_2807_2819,APW_ENG_20070706.1216.LDC2009T13_2915_2924,barack obama,president,per:title,t
NYT_ENG_20080422.0012.LDC2009T13,229825,NYT_ENG_20080422.0012.LDC2009T13_1971_1978,NYT_ENG_20080422.0012.LDC2009T13_1954_1969,samsung,lee byung-chull,org:founded_by,t
eng-WL-11-174584-12960854,305853,eng-WL-11-174584-12960854_432_445,eng-WL-11-174584-12960854_406_419,molly malaney,jason mesnick,per:spouse,t
NYT_ENG_20070225.0179.LDC2009T13,272880,NYT_ENG_20070225.0179.LDC2009T13_2805_2819,NYT_ENG_20070225.0179.LDC2009T13_2636_2648,rachel mcadams,ryan gosling,per:spouse,t
XIN_ENG_20071115.0188.LDC2009T13,209766,XIN_ENG_20071115.0188.LDC2009T13_581_590,XIN_ENG_20071115.0188.LDC2009T13_655_664,hu jintao,president,per:title,t
eng-WL-11-174572-12947987,59319,eng-WL-11-174572-12947987_362_375,eng-WL-11-174572-12947987_333_345,spencer pratt,heidi montag,per:spouse,t
AFP_ENG_20070612.0479.LDC2009T13,222238,AFP_ENG_20070612.0479.LDC2009T13_366_378,AFP_ENG_20070612.0479.LDC2009T13_236_245,fidel castro,president,per:title,t
eng-NG-31-142161-10036583,127746,eng-NG-31-142161-10036583_1029_1040,eng-NG-31-142161-10036583_991_1003,raul castro,fidel castro,per:siblings,t
eng-WL-11-174587-12962092,340535,eng-WL-11-174587-12962092_348_360,eng-WL-11-174587-12962092_417_429,heidi montag,holly montag,per:siblings,t
eng-WL-11-174595-12968961,59315,eng-WL-11-174595-12968961_383_397,eng-WL-11-174595-12968961_286_303,casey aldridge,jamie lynn spears,per:spouse,t
eng-WL-11-174595-12968424,8768,eng-WL-11-174595-12968424_16578_16593,eng-WL-11-174595-12968424_16554_16566,kevin federline,shar jackson,per:spouse,t
eng-WL-11-174598-12964778,190994,eng-WL-11-174598-12964778_69021_69030,eng-WL-11-174598-12964778_69042_69054,nastassja,sonja kinski,per:children,t
AFP_ENG_20070402.0703.LDC2009T13,115294,AFP_ENG_20070402.0703.LDC2009T13_1107_1111,AFP_ENG_20070402.0703.LDC2009T13_1021_1035,mpla,agostinho neto,org:founded_by,t
AFP_ENG_20071204.0232.LDC2009T13,46989,AFP_ENG_20071204.0232.LDC2009T13_246_260,AFP_ENG_20071204.0232.LDC2009T13_236_245,george w. bush,president,per:title,t
AFP_ENG_20080429.0756.LDC2009T13,75626,AFP_ENG_20080429.0756.LDC2009T13_758_769,AFP_ENG_20080429.0756.LDC2009T13_828_837,raul castro,president,per:title,t
NYT_ENG_20080304.0099.LDC2009T13,245442,NYT_ENG_20080304.0099.LDC2009T13_3440_3451,NYT_ENG_20080304.0099.LDC2009T13_3305_3314,hugo chavez,president,per:title,t
eng-WL-11-174595-12968318,203706,eng-WL-11-174595-12968318_10657_10672,eng-WL-11-174595-12968318_10686_10700,pauley perrette,michael bosman,per:spouse,t
eng-WL-11-174572-12948080,160826,eng-WL-11-174572-12948080_2722_2729,eng-WL-11-174572-12948080_2803_2808,spencer,heidi,per:spouse,t
APW_ENG_20070619.0759.LDC2009T13,153795,APW_ENG_20070619.0759.LDC2009T13_216_227,APW_ENG_20070619.0759.LDC2009T13_206_215,raul castro,president,per:title,t
eng-WL-11-174595-12967857,108672,eng-WL-11-174595-12967857_783_797,eng-WL-11-174595-12967857_701_716,britney spears,kevin federline,per:spouse,t
eng-WL-11-174595-12967989,191033,eng-WL-11-174595-12967989_7634_7645,eng-WL-11-174595-12967989_7444_7459,anna nicole,howard k. stern,per:spouse,t
APW_ENG_20071020.0496.LDC2009T13,26609,APW_ENG_20071020.0496.LDC2009T13_1421_1440,APW_ENG_20071020.0496.LDC2009T13_1411_1420,mahmoud ahmadinejad,president,per:title,t
AFP_ENG_20080422.0603.LDC2009T13,217540,AFP_ENG_20080422.0603.LDC2009T13_2938_2941,AFP_ENG_20080422.0603.LDC2009T13_2969_2976,lee,samsung,per:employee_or_member_of,t
NYT_ENG_20070518.0055.LDC2009T13,140991,NYT_ENG_20070518.0055.LDC2009T13_9457_9460,NYT_ENG_20070518.0055.LDC2009T13_9448_9452,ann,mitt,per:spouse,t
AFP_ENG_20071203.0278.LDC2009T13,108634,AFP_ENG_20071203.0278.LDC2009T13_341_352,AFP_ENG_20071203.0278.LDC2009T13_331_340,hugo chavez,president,per:title,t
eng-WL-11-174595-12967955,245407,eng-WL-11-174595-12967955_321_336,eng-WL-11-174595-12967955_427_441,kevin federline,britney spears,per:spouse,t
AFP_ENG_20080313.0667.LDC2009T13,174566,AFP_ENG_20080313.0667.LDC2009T13_967_970,AFP_ENG_20080313.0667.LDC2009T13_996_1015,lee,samsung electronics,per:employee_or_member_of,t
eng-WL-107-174567-12932946,160812,eng-WL-107-174567-12932946_360_375,eng-WL-107-174567-12932946_384_397,stephanie pratt,spencer pratt,per:siblings,t
APW_ENG_20081108.0481.LDC2009T13,87967,APW_ENG_20081108.0481.LDC2009T13_2651_2662,APW_ENG_20081108.0481.LDC2009T13_2686_2695,raul castro,president,per:title,t
XIN_ENG_20081011.0030.LDC2009T13,16202,XIN_ENG_20081011.0030.LDC2009T13_448_461,XIN_ENG_20081011.0030.LDC2009T13_438_447,mahmoud abbas,president,per:title,t
APW_ENG_20071202.0117.LDC2009T13,68112,APW_ENG_20071202.0117.LDC2009T13_2821_2834,APW_ENG_20071202.0117.LDC2009T13_2914_2923,daniel ortega,president,per:title,t
eng-WL-11-174572-12949033,260591,eng-WL-11-174572-12949033_304_316,eng-WL-11-174572-12949033_338_351,heidi montag,spencer pratt,per:spouse,t
eng-WL-11-174572-12948509,305848,eng-WL-11-174572-12948509_302_315,eng-WL-11-174572-12948509_352_363,lauren conrad,kyle howard,per:spouse,t
APW_ENG_20080714.0136.LDC2009T13,115325,APW_ENG_20080714.0136.LDC2009T13_1984_1998,APW_ENG_20080714.0136.LDC2009T13_1974_1983,george w. bush,president,per:title,t
LTW_ENG_20080513.0059.LDC2009T13,185185,LTW_ENG_20080513.0059.LDC2009T13_3287_3294,LTW_ENG_20080513.0059.LDC2009T13_3313_3318,spencer,heidi,per:spouse,t
eng-WL-11-174595-12967912,191004,eng-WL-11-174595-12967912_7015_7025,eng-WL-11-174595-12967912_7053_7058,tito ortiz,jenna,per:spouse,t
NYT_ENG_20080226.0154.LDC2009T13,22,NYT_ENG_20080226.0154.LDC2009T13_1727_1738,NYT_ENG_20080226.0154.LDC2009T13_1642_1651,raul castro,president,per:title,t
LTW_ENG_20080513.0059.LDC2009T13,185211,LTW_ENG_20080513.0059.LDC2009T13_2459_2464,LTW_ENG_20080513.0059.LDC2009T13_2448_2455,heidi,spencer,per:spouse,t
NYT_ENG_20080422.0012.LDC2009T13,229838,NYT_ENG_20080422.0012.LDC2009T13_416_423,NYT_ENG_20080422.0012.LDC2009T13_258_271,samsung,samsung group,org:parents,t
APW_ENG_20070604.0101.LDC2009T13,238869,APW_ENG_20070604.0101.LDC2009T13_1326_1342,APW_ENG_20070604.0101.LDC2009T13_1453_1474,condoleezza rice,u.s. state department,per:employee_or_member_of,t
eng-WL-11-174595-12967989,191003,eng-WL-11-174595-12967989_5608_5623,eng-WL-11-174595-12967989_5570_5587,peter sarsgaard,maggie gyllenhaal,per:spouse,t
eng-WL-107-174567-12932702,32,eng-WL-107-174567-12932702_334_346,eng-WL-107-174567-12932702_351_364,heidi montag,spencer pratt,per:spouse,t
APW_ENG_20080314.0157.LDC2009T13,160825,APW_ENG_20080314.0157.LDC2009T13_1836_1859,APW_ENG_20080314.0157.LDC2009T13_1862_1897,smithsonian institution,national museum of american history,org:subsidiaries,t
AFP_ENG_20080516.0661.LDC2009T13,217537,AFP_ENG_20080516.0661.LDC2009T13_3390_3403,AFP_ENG_20080516.0661.LDC2009T13_3380_3389,rafael correa,president,per:title,t
eng-WL-11-174595-12968276,68095,eng-WL-11-174595-12968276_1600_1617,eng-WL-11-174595-12968276_1553_1560,jamie lynn spears,britney,per:siblings,t
eng-WL-11-174595-12968296,174517,eng-WL-11-174595-12968296_329_343,eng-WL-11-174595-12968296_369_381,britney spears,lynne spears,per:parents,t
APW_ENG_20071117.0115.LDC2009T13,245401,APW_ENG_20071117.0115.LDC2009T13_5872_5875,APW_ENG_20071117.0115.LDC2009T13_5944_5951,lee,samsung,per:employee_or_member_of,t
NYT_ENG_20071121.0204.LDC2009T13,209733,NYT_ENG_20071121.0204.LDC2009T13_2756_2767,NYT_ENG_20071121.0204.LDC2009T13_2870_2878,mitt romney,governor,per:title,t
AFP_ENG_20070506.0094.LDC2009T13,229865,AFP_ENG_20070506.0094.LDC2009T13_717_733,AFP_ENG_20070506.0094.LDC2009T13_707_716,mohammad khatami,president,per:title,t
eng-WL-11-174595-12968331,174550,eng-WL-11-174595-12968331_5895_5909,eng-WL-11-174595-12968331_5914_5926,jennifer lopez,marc anthony,per:spouse,t
eng-WL-11-174595-12968331,174539,eng-WL-11-174595-12968331_14839_14845,eng-WL-11-174595-12968331_14862_14874,mel b.,eddie murphy,per:spouse,t
NYT_ENG_20071206.0073.LDC2009T13,191055,NYT_ENG_20071206.0073.LDC2009T13_735_743,NYT_ENG_20071206.0073.LDC2009T13_714_726,michelle,barack obama,per:spouse,t
LTW_ENG_20080430.0158.LDC2009T13,185209,LTW_ENG_20080430.0158.LDC2009T13_571_624,LTW_ENG_20080430.0158.LDC2009T13_526_537,multidisciplinary association for psychedelic studies,rick doblin,org:founded_by,t
APW_ENG_20080508.0780.LDC2009T13,8734,APW_ENG_20080508.0780.LDC2009T13_3287_3298,APW_ENG_20080508.0780.LDC2009T13_3258_3266,david speer,chairman,per:title,t
APW_ENG_20071219.1088.LDC2009T13,238886,APW_ENG_20071219.1088.LDC2009T13_1253_1270,APW_ENG_20071219.1088.LDC2009T13_1319_1326,jamie lynn spears,britney,per:siblings,t
NYT_ENG_20080422.0213.LDC2009T13,305865,NYT_ENG_20080422.0213.LDC2009T13_1077_1080,NYT_ENG_20080422.0213.LDC2009T13_944_947,lee,lee,per:children,t
eng-WL-11-174595-12967831,331693,eng-WL-11-174595-12967831_4528_4535,eng-WL-11-174595-12967831_4664_4668,vanessa,nick,per:spouse,t
NYT_ENG_20080921.0033.LDC2009T13,209744,NYT_ENG_20080921.0033.LDC2009T13_4693_4702,NYT_ENG_20080921.0033.LDC2009T13_4644_4653,citigroup,citigroup,org:subsidiaries,t
APW_ENG_20071020.0664.LDC2009T13,311085,APW_ENG_20071020.0664.LDC2009T13_5808_5824,APW_ENG_20071020.0664.LDC2009T13_5798_5807,mohammad khatami,president,per:title,t
APW_ENG_20071120.1452.LDC2009T13,26617,APW_ENG_20071120.1452.LDC2009T13_451_462,APW_ENG_20071120.1452.LDC2009T13_441_450,hugo chavez,president,per:title,t
eng-WL-11-174595-12968276,68093,eng-WL-11-174595-12968276_25951_25964,eng-WL-11-174595-12968276_25905_25917,melanie brown,eddie murphy,per:spouse,t
eng-WL-11-174594-12961460,153753,eng-WL-11-174594-12961460_1022_1029,eng-WL-11-174594-12961460_1010_1016,britney,mccomb,per:LOCATION_of_birth,t
APW_ENG_20080417.0678.LDC2009T13,265976,APW_ENG_20080417.0678.LDC2009T13_1027_1030,APW_ENG_20080417.0678.LDC2009T13_1066_1073,lee,samsung,per:employee_or_member_of,t
APW_ENG_20080131.0593.LDC2009T13,311092,APW_ENG_20080131.0593.LDC2009T13_1063_1074,APW_ENG_20080131.0593.LDC2009T13_1040_1053,lee kun-hee,samsung group,per:employee_or_member_of,t
AFP_ENG_20080819.0190.LDC2009T13,36293,AFP_ENG_20080819.0190.LDC2009T13_1245_1266,AFP_ENG_20080819.0190.LDC2009T13_1236_1244,arnold schwarzenegger,governor,per:title,t
LTW_ENG_20071013.0097.LDC2009T13,68076,LTW_ENG_20071013.0097.LDC2009T13_5716_5728,LTW_ENG_20071013.0097.LDC2009T13_5706_5715,bill clinton,president,per:title,t
eng-WL-11-174587-12962628,253948,eng-WL-11-174587-12962628_155_167,eng-WL-11-174587-12962628_172_185,heidi montag,spencer pratt,per:spouse,t
eng-WL-11-174595-12967857,108665,eng-WL-11-174595-12967857_3917_3930,eng-WL-11-174595-12967857_3541_3554,michael lohan,lindsay lohan,per:children,t
NYT_ENG_20080226.0154.LDC2009T13,15,NYT_ENG_20080226.0154.LDC2009T13_1658_1670,NYT_ENG_20080226.0154.LDC2009T13_1642_1651,fidel castro,president,per:title,t
eng-WL-11-174584-12960400,245416,eng-WL-11-174584-12960400_179_184,eng-WL-11-174584-12960400_169_174,molly,jason,per:spouse,t
APW_ENG_20070317.0870.LDC2009T13,108631,APW_ENG_20070317.0870.LDC2009T13_1141_1153,APW_ENG_20070317.0870.LDC2009T13_1131_1140,alvaro uribe,president,per:title,t
eng-WL-11-174587-12962062,253991,eng-WL-11-174587-12962062_172_185,eng-WL-11-174587-12962062_155_167,spencer pratt,heidi montag,per:spouse,t
AFP_ENG_20071111.0030.LDC2009T13,68098,AFP_ENG_20071111.0030.LDC2009T13_4237_4250,AFP_ENG_20071111.0030.LDC2009T13_4227_4236,rafael correa,president,per:title,t
AFP_ENG_20081215.0354.LDC2009T13,8729,AFP_ENG_20081215.0354.LDC2009T13_4601_4610,AFP_ENG_20081215.0354.LDC2009T13_4692_4711,unicredit,pioneer investments,org:subsidiaries,t
LTW_ENG_20080722.0100.LDC2009T13,191044,LTW_ENG_20080722.0100.LDC2009T13_3281_3289,LTW_ENG_20080722.0100.LDC2009T13_3297_3305,al smith,governor,per:title,t
eng-WL-11-174572-12949033,260566,eng-WL-11-174572-12949033_746_761,eng-WL-11-174572-12949033_716_723,stephanie pratt,spencer,per:siblings,t
APW_ENG_20081216.1316.LDC2009T13,253979,APW_ENG_20081216.1316.LDC2009T13_3841_3852,APW_ENG_20081216.1316.LDC2009T13_3955_3964,raul castro,president,per:title,t
eng-NG-31-143446-10242382,36276,eng-NG-31-143446-10242382_1976_1989,eng-NG-31-143446-10242382_1967_1975,mahmoud abbas,chairman,per:title,t
APW_ENG_20071020.0496.LDC2009T13,26640,APW_ENG_20071020.0496.LDC2009T13_1251_1273,APW_ENG_20071020.0496.LDC2009T13_1411_1420,ayatollah ali khamenei,president,per:title,t
AFP_ENG_20080408.0512.LDC2009T13,253947,AFP_ENG_20080408.0512.LDC2009T13_2317_2329,AFP_ENG_20080408.0512.LDC2009T13_2307_2316,hamid karzai,president,per:title,t
eng-WL-11-174595-12968493,47036,eng-WL-11-174595-12968493_759_773,eng-WL-11-174595-12968493_927_942,britney spears,kevin federline,per:spouse,t
APW_ENG_20080911.1381.LDC2009T13,272885,APW_ENG_20080911.1381.LDC2009T13_231_242,APW_ENG_20080911.1381.LDC2009T13_221_230,hugo chavez,president,per:title,t
eng-WL-107-174567-12933094,185201,eng-WL-107-174567-12933094_375_392,eng-WL-107-174567-12933094_412_426,jamie lynn spears,casey aldridge,per:spouse,t
AFP_ENG_20081116.0433.LDC2009T13,229854,AFP_ENG_20081116.0433.LDC2009T13_1291_1293,AFP_ENG_20081116.0433.LDC2009T13_1311_1316,un,unfpa,org:subsidiaries,t
eng-WL-11-174595-12968036,174538,eng-WL-11-174595-12968036_4149_4155,eng-WL-11-174595-12968036_4160_4172,mathew,tina knowles,per:spouse,t
APW_ENG_20070925.0234.LDC2009T13,326039,APW_ENG_20070925.0234.LDC2009T13_7973_7987,APW_ENG_20070925.0234.LDC2009T13_7963_7972,vladimir putin,president,per:title,t
NYT_ENG_20070414.0032.LDC2009T13,217549,NYT_ENG_20070414.0032.LDC2009T13_2814_2823,NYT_ENG_20070414.0032.LDC2009T13_2756_2765,citigroup,citigroup,org:parents,t
XIN_ENG_20071230.0008.LDC2009T13,203732,XIN_ENG_20071230.0008.LDC2009T13_669_680,XIN_ENG_20071230.0008.LDC2009T13_631_643,raul castro,fidel castro,per:siblings,t
LTW_ENG_20080513.0059.LDC2009T13,185164,LTW_ENG_20080513.0059.LDC2009T13_862_874,LTW_ENG_20080513.0059.LDC2009T13_879_892,heidi montag,spencer pratt,per:spouse,t
eng-WL-11-174595-12968146,238880,eng-WL-11-174595-12968146_3060_3071,eng-WL-11-174595-12968146_2929_2944,anna nicole,howard k. stern,per:spouse,t
AFP_ENG_20081005.0104.LDC2009T13,169384,AFP_ENG_20081005.0104.LDC2009T13_403_414,AFP_ENG_20081005.0104.LDC2009T13_393_402,hugo chavez,president,per:title,t
APW_ENG_20070215.1494.LDC2009T13,136346,APW_ENG_20070215.1494.LDC2009T13_1692_1703,APW_ENG_20070215.1494.LDC2009T13_1682_1691,hugo chavez,president,per:title,t
eng-WL-11-174572-12949033,260556,eng-WL-11-174572-12949033_173_188,eng-WL-11-174572-12949033_155_168,stephanie pratt,spencer pratt,per:siblings,t
NYT_ENG_20080921.0033.LDC2009T13,209772,NYT_ENG_20080921.0033.LDC2009T13_4693_4702,NYT_ENG_20080921.0033.LDC2009T13_4675_4691,citigroup,sanford i. weill,org:founded_by,t
